frame_id,baseline_region_id,pixel_count,bbox_x,bbox_y,bbox_w,bbox_h,center_x,center_y,estimated_distance_mm,matched_stereo_points,stereo_evidence,pixel_overlap_percent,pixel_overlap_pixels,baseline_label_pixels,review_priority,source_color,baseline_overlay,filtered_overlay
105,1,97582,0,0,411,327,199,141,0,0,0,,,,fragment_review,datasets\hand_occlusion_reappear\frames\000105_color.png,analysis_runs\replay_hand_occlusion_roi_multi_budget_001\hand_occlusion_reappear_candidate_0035\final_segmentation_frame_000105_overlay.png,analysis_runs\replay_hand_occlusion_roi_multi_budget_001\hand_occlusion_reappear_candidate_0043\final_segmentation_frame_000105_overlay.png
