contour_id,persistence_bucket,long_run_count,run_count,bbox_width_p50,bbox_height_p50,bbox_area_percent_p50,foreground_area_percent_p50,mean_depth_mm_p50,center_radius_percent_p50,base_side,side,track_count,contour_count,frame_count,pair_count,binary_iou_min,binary_iou_p05,binary_iou_p50,binary_iou_p95,binary_iou_max,binary_iou_gt99_percent,occupancy_similarity_p05,occupancy_similarity_p50,occupancy_similarity_p95,binary_exact_adjacent_pair_count,binary_exact_adjacent_pair_percent,identity_scoped_binary_unique_value_count,identity_scoped_binary_repeated_frame_count,identity_scoped_binary_max_repeat_frequency,shape_only_binary_unique_value_count,identity_scoped_occupancy_unique_value_count,identity_scoped_occupancy_repeated_frame_count
68,medium_short,0,1,38.0,94.0,1.16276,0.441406,3451.0,68.308583,128,16,1,1,6,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5,100.0,1,5,6,1,1,5
68,medium_short,0,1,38.0,94.0,1.16276,0.441406,3451.0,68.308583,128,8,1,1,6,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5,100.0,1,5,6,1,1,5
69,medium_short,0,1,34.5,93.0,1.0556645,0.439128,3457.5,67.827907,128,128,1,1,40,39,10.438413361169102,29.182998749850356,100.0,100.0,100.0,79.48717948717949,91.0223388671875,100.0,100.0,31,79.48717948717949,9,31,6,9,9,31
69,medium_short,0,1,34.5,93.0,1.0556645,0.439128,3457.5,67.827907,128,64,1,1,40,39,11.075949367088608,29.612316665237152,100.0,100.0,100.0,79.48717948717949,91.0784912109375,100.0,100.0,31,79.48717948717949,9,31,6,9,9,31
69,medium_short,0,1,34.5,93.0,1.0556645,0.439128,3457.5,67.827907,128,32,1,1,40,39,10.526315789473685,31.25,100.0,100.0,100.0,79.48717948717949,91.3531494140625,100.0,100.0,31,79.48717948717949,9,31,6,9,9,31
69,medium_short,0,1,34.5,93.0,1.0556645,0.439128,3457.5,67.827907,128,16,1,1,40,39,13.157894736842104,31.42857142857143,100.0,100.0,100.0,79.48717948717949,91.7169189453125,100.0,100.0,31,79.48717948717949,9,31,6,9,9,31
69,medium_short,0,1,34.5,93.0,1.0556645,0.439128,3457.5,67.827907,128,8,1,1,40,39,0.0,9.999999999999998,100.0,100.0,100.0,79.48717948717949,94.390869140625,100.0,100.0,31,79.48717948717949,9,31,6,9,9,31
71,medium_short,0,1,49.0,95.0,1.515299,0.461589,3450.0,67.155836,128,128,1,1,27,26,5.606312292358804,6.941321973551919,100.0,100.0,100.0,65.38461538461539,86.31744384765625,100.0,100.0,17,65.38461538461539,10,17,6,10,10,17
71,medium_short,0,1,49.0,95.0,1.515299,0.461589,3450.0,67.155836,128,64,1,1,27,26,5.863708399366086,7.650195087345924,100.0,100.0,100.0,65.38461538461539,86.36322021484375,100.0,100.0,17,65.38461538461539,10,17,6,10,10,17
71,medium_short,0,1,49.0,95.0,1.515299,0.461589,3450.0,67.155836,128,32,1,1,27,26,5.58659217877095,7.417867809375406,100.0,100.0,100.0,65.38461538461539,86.55548095703125,100.0,100.0,17,65.38461538461539,10,17,6,10,10,17
71,medium_short,0,1,49.0,95.0,1.515299,0.461589,3450.0,67.155836,128,16,1,1,27,26,4.761904761904762,9.767206477732794,100.0,100.0,100.0,65.38461538461539,87.00408935546875,100.0,100.0,17,65.38461538461539,10,17,6,10,10,17
71,medium_short,0,1,49.0,95.0,1.515299,0.461589,3450.0,67.155836,128,8,1,1,27,26,0.0,2.5,100.0,100.0,100.0,65.38461538461539,89.77508544921875,100.0,100.0,17,65.38461538461539,10,17,6,10,10,17
72,medium_short,0,1,41.0,91.0,1.214518,0.413411,3449.0,68.049844,128,128,1,1,11,10,27.121374865735767,33.61873522155631,100.0,100.0,100.0,70.0,92.68707275390625,100.0,100.0,7,70.0,4,7,6,4,4,7
72,medium_short,0,1,41.0,91.0,1.214518,0.413411,3449.0,68.049844,128,64,1,1,11,10,29.098360655737704,35.204098360655735,100.0,100.0,100.0,70.0,92.71392822265625,100.0,100.0,7,70.0,4,7,6,4,4,7
72,medium_short,0,1,41.0,91.0,1.214518,0.413411,3449.0,68.049844,128,32,1,1,11,10,26.89075630252101,33.438564615035204,100.0,100.0,100.0,70.0,92.77801513671875,100.0,100.0,7,70.0,4,7,6,4,4,7
72,medium_short,0,1,41.0,91.0,1.214518,0.413411,3449.0,68.049844,128,16,1,1,11,10,28.571428571428573,35.714285714285715,100.0,100.0,100.0,70.0,93.25897216796875,100.0,100.0,7,70.0,4,7,6,4,4,7
72,medium_short,0,1,41.0,91.0,1.214518,0.413411,3449.0,68.049844,128,8,1,1,11,10,14.285714285714286,22.85714285714286,100.0,100.0,100.0,70.0,93.88336181640625,100.0,100.0,7,70.0,4,7,6,4,4,7
74,medium_short,0,1,44.0,92.0,1.317708,0.434896,3446.0,69.739695,128,128,1,1,6,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5,100.0,1,5,6,1,1,5
74,medium_short,0,1,44.0,92.0,1.317708,0.434896,3446.0,69.739695,128,64,1,1,6,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5,100.0,1,5,6,1,1,5
74,medium_short,0,1,44.0,92.0,1.317708,0.434896,3446.0,69.739695,128,32,1,1,6,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5,100.0,1,5,6,1,1,5
74,medium_short,0,1,44.0,92.0,1.317708,0.434896,3446.0,69.739695,128,16,1,1,6,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5,100.0,1,5,6,1,1,5
74,medium_short,0,1,44.0,92.0,1.317708,0.434896,3446.0,69.739695,128,8,1,1,6,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5,100.0,1,5,6,1,1,5
77,medium_short,0,1,33.0,94.0,1.009766,0.475911,3455.0,69.580551,128,128,1,1,17,16,14.392277314611672,17.2977597311297,100.0,100.0,100.0,81.25,88.56353759765625,100.0,100.0,13,81.25,4,13,6,4,4,13
77,medium_short,0,1,33.0,94.0,1.009766,0.475911,3455.0,69.580551,128,64,1,1,17,16,15.008431703204048,18.903623077316162,100.0,100.0,100.0,81.25,88.61236572265625,100.0,100.0,13,81.25,4,13,6,4,4,13
77,medium_short,0,1,33.0,94.0,1.009766,0.475911,3455.0,69.580551,128,32,1,1,17,16,13.245033112582782,17.472097438984854,100.0,100.0,100.0,81.25,88.87786865234375,100.0,100.0,13,81.25,4,13,6,4,4,13
77,medium_short,0,1,33.0,94.0,1.009766,0.475911,3455.0,69.580551,128,16,1,1,17,16,16.666666666666668,17.023809523809526,100.0,100.0,100.0,81.25,89.50042724609375,100.0,100.0,13,81.25,4,13,6,4,4,13
77,medium_short,0,1,33.0,94.0,1.009766,0.475911,3455.0,69.580551,128,8,1,1,17,16,12.5,12.5,100.0,100.0,100.0,81.25,92.49267578125,100.0,100.0,13,81.25,4,13,6,4,4,13
78,medium_short,0,1,36.0,92.0,1.042969,0.413411,3453.0,68.360373,128,128,1,1,27,26,27.191748710736054,30.119414951439133,100.0,100.0,100.0,73.07692307692308,90.985107421875,100.0,100.0,19,73.07692307692308,8,19,6,8,8,19
78,medium_short,0,1,36.0,92.0,1.042969,0.413411,3453.0,68.360373,128,64,1,1,27,26,29.359430604982208,31.656612017477052,100.0,100.0,100.0,73.07692307692308,91.0400390625,100.0,100.0,19,73.07692307692308,8,19,6,8,8,19
78,medium_short,0,1,36.0,92.0,1.042969,0.413411,3453.0,68.360373,128,32,1,1,27,26,27.205882352941178,29.959617790922536,100.0,100.0,100.0,73.07692307692308,91.162109375,100.0,100.0,19,73.07692307692308,8,19,6,8,8,19
78,medium_short,0,1,36.0,92.0,1.042969,0.413411,3453.0,68.360373,128,16,1,1,27,26,22.580645161290324,23.594470046082947,100.0,100.0,100.0,73.07692307692308,91.8212890625,100.0,100.0,19,73.07692307692308,8,19,6,8,8,19
78,medium_short,0,1,36.0,92.0,1.042969,0.413411,3453.0,68.360373,128,8,1,1,27,26,0.0,2.5,100.0,100.0,100.0,73.07692307692308,92.7825927734375,100.0,100.0,19,73.07692307692308,8,19,6,8,8,19
79,medium_short,0,1,114.0,44.0,1.5585935,0.6219075000000001,358.0,57.651567,256,256,1,1,26,25,31.24031007751938,39.79768871433013,100.0,100.0,100.0,68.0,97.31719970703125,100.0,100.0,17,68.0,9,17,6,9,9,17
79,medium_short,0,1,114.0,44.0,1.5585935,0.6219075000000001,358.0,57.651567,256,128,1,1,26,25,32.49258160237389,40.51357257878997,100.0,100.0,100.0,68.0,97.33489990234375,100.0,100.0,17,68.0,9,17,6,9,9,17
79,medium_short,0,1,114.0,44.0,1.5585935,0.6219075000000001,358.0,57.651567,256,64,1,1,26,25,30.90909090909091,40.99042914479778,100.0,100.0,100.0,68.0,97.39013671875,100.0,100.0,17,68.0,9,17,6,9,9,17
79,medium_short,0,1,114.0,44.0,1.5585935,0.6219075000000001,358.0,57.651567,256,32,1,1,26,25,32.5,41.362229102167184,100.0,100.0,100.0,68.0,97.56317138671875,100.0,100.0,17,68.0,9,17,6,9,9,17
79,medium_short,0,1,114.0,44.0,1.5585935,0.6219075000000001,358.0,57.651567,256,16,1,1,26,25,44.44444444444444,55.55555555555556,100.0,100.0,100.0,68.0,97.97943115234375,100.0,100.0,17,68.0,9,17,6,9,9,17
79,medium_short,0,1,114.0,44.0,1.5585935,0.6219075000000001,358.0,57.651567,256,8,1,1,26,25,0.0,0.0,100.0,100.0,100.0,84.0,98.31878662109375,100.0,100.0,21,84.0,4,22,11,4,9,17
81,medium_short,0,1,33.0,85.0,0.913086,0.454102,3446.0,68.163636,128,128,1,1,6,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5,100.0,1,5,6,1,1,5
81,medium_short,0,1,33.0,85.0,0.913086,0.454102,3446.0,68.163636,128,64,1,1,6,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5,100.0,1,5,6,1,1,5
81,medium_short,0,1,33.0,85.0,0.913086,0.454102,3446.0,68.163636,128,32,1,1,6,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5,100.0,1,5,6,1,1,5
81,medium_short,0,1,33.0,85.0,0.913086,0.454102,3446.0,68.163636,128,16,1,1,6,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5,100.0,1,5,6,1,1,5
81,medium_short,0,1,33.0,85.0,0.913086,0.454102,3446.0,68.163636,128,8,1,1,6,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5,100.0,1,5,6,1,1,5
82,medium_short,0,2,47.0,90.0,1.3263345,0.498372,3444.5,68.1719325,256,256,2,1,28,26,18.27956989247312,34.71393286879079,100.0,100.0,100.0,69.23076923076923,97.55592346191406,100.0,100.0,18,69.23076923076923,10,18,6,10,10,18
82,medium_short,0,2,47.0,90.0,1.3263345,0.498372,3444.5,68.1719325,256,128,2,1,28,26,19.901315789473685,36.14190687361419,100.0,100.0,100.0,69.23076923076923,97.56507873535156,100.0,100.0,18,69.23076923076923,10,18,6,10,10,18
82,medium_short,0,2,47.0,90.0,1.3263345,0.498372,3444.5,68.1719325,256,64,2,1,28,26,19.17808219178082,36.89171122994652,100.0,100.0,100.0,69.23076923076923,97.62229919433594,100.0,100.0,18,69.23076923076923,10,18,6,10,10,18
82,medium_short,0,2,47.0,90.0,1.3263345,0.498372,3444.5,68.1719325,256,32,2,1,28,26,22.22222222222222,34.60477941176471,100.0,100.0,100.0,69.23076923076923,97.70317077636719,100.0,100.0,18,69.23076923076923,10,18,6,10,10,18
82,medium_short,0,2,47.0,90.0,1.3263345,0.498372,3444.5,68.1719325,256,16,2,1,28,26,0.0,16.517857142857142,100.0,100.0,100.0,69.23076923076923,98.05335998535156,100.0,100.0,18,69.23076923076923,10,18,6,10,10,18
82,medium_short,0,2,47.0,90.0,1.3263345,0.498372,3444.5,68.1719325,256,8,2,1,28,26,0.0,100.0,100.0,100.0,100.0,96.15384615384616,98.48213195800781,100.0,100.0,25,96.15384615384616,2,26,22,2,10,18
