scope,label,run_a,run_b,contour_id_a,contour_id_b,count,min,p01,p05,p50,p95,p99,max
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,7,71,27,4.0,4.0,4.009677419354839,8.928571428571429,10.879606879606879,15.786363636363626,17.5
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,7,77,17,6.722689075630252,6.810695187165775,7.162719633307868,9.734513274336283,15.576923076923077,16.192307692307693,16.346153846153847
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,7,82,20,5.660377358490567,6.046444121915821,7.590711175616836,15.563241106719367,20.05263157894737,20.852631578947367,21.052631578947366
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,10,570,5.970149253731343,13.09196694214876,30.044868554095043,70.66666666666667,75.0,77.56181533646321,79.16666666666666
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,12,384,6.122448979591836,9.016811692151727,11.363636363636363,17.662176533144276,25.552009456264773,28.190967741935502,32.631578947368425
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,16,14,2.824858757062147,3.230600091617041,4.853565429836617,24.198342640965592,44.76851851851852,45.25,45.370370370370374
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,18,38,10.416666666666668,10.86482558139535,12.711927981995498,19.646207451085502,25.93314093314093,27.847231715652775,28.947368421052634
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,21,31,0.0,0.0,1.5151515151515151,34.166666666666664,52.71177117711771,58.88888888888889,58.88888888888889
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,22,145,9.375,9.473684210526317,11.133786848072562,19.565217391304348,26.582278481012654,29.163508771929827,29.333333333333332
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,26,33,11.333333333333332,11.333333333333332,11.333333333333332,36.19047619047619,47.11538461538461,47.426437640029874,47.57281553398058
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,27,7,33.97435897435898,34.07543231961837,34.47972570065593,36.434108527131784,38.37345860246624,38.443922489724024,38.46153846153847
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,28,19,15.789473684210526,15.924812030075188,16.466165413533833,35.18518518518518,46.19469026548672,47.469026548672566,47.78761061946903
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,30,14,24.637681159420293,24.783267457180504,25.365612648221344,31.93548387096774,45.743801652892564,46.17355371900827,46.28099173553719
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,33,7,6.918238993710692,6.964683115626512,7.150459603289792,11.486486486486488,12.696267696267697,12.879389593675308,12.925170068027212
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,37,16,5.555555555555555,6.094771241830065,8.251633986928104,35.8974358974359,43.2020748100526,45.192139099941556,45.689655172413794
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,38,375,6.666666666666667,10.21224961479199,11.756088628456327,19.2,26.10177865612648,27.843434343434343,28.888888888888886
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,40,6,27.142857142857142,27.15262076053443,27.191675231243575,28.8812428318215,28.985507246376812,28.985507246376812,28.985507246376812
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,42,9,31.2,31.220129032258065,31.300645161290323,31.451612903225808,35.97239475500345,37.803174603174604,38.26086956521739
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,43,6,5.194805194805195,6.587238848108413,12.156973461321286,33.33333333333333,34.59433229813664,34.776009316770185,34.82142857142857
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,45,6,36.36363636363637,36.36363636363637,36.36363636363637,36.65028665028665,37.27272727272727,37.27272727272727,37.27272727272727
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,50,92,4.0,4.074285714285715,19.718309859154928,28.57142857142857,40.845070422535215,41.42857142857143,41.42857142857143
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,59,183,4.62962962962963,7.422884556496887,11.611528822055138,18.6046511627907,26.424682395644286,28.749999999999996,31.08108108108108
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,60,14,29.310344827586203,29.310344827586203,29.310344827586203,33.89830508474576,45.35621662852784,45.562471395881005,45.614035087719294
within_all:binary_contour_static_long_repeat_001,different_id,binary_contour_static_long_repeat_001,binary_contour_static_long_repeat_001,9,66,12,20.77922077922078,20.972379732943114,21.745015547832452,26.600938967136152,33.80281690140845,33.80281690140845,33.80281690140845
